"","X","country","description","designation","points","price","province","region_1","region_2","variety","winery"
"99",52236,"US","A relatively soft entry, tart plum fruit, simple berry flavors and a hint of burnt toast. There is a slight burn also in the finish, that reflects the near-15% alcohol. A little chocolaty film wraps the tannins.","",85,26,"Washington","Columbia Valley (WA)","Columbia Valley","Barbera","Locati Cellars"
"100",48193,"US","A full-bodied expression of plum and cherry, it has a sanguine halo with rustic edges and a faint astringency to the finish. Made in a bigger style than other Barberas, the finish is lingering.","Shake Ridge Vineyards",86,28,"California","Amador County","Sierra Foothills","Barbera","Yorba"
"101",111972,"US","Intensely jammy in red cherry fruit, this likeable, easy wine also shows a crisp acidity that grips the palate and balances the superripeness. There are flavor and texture complexities that lift it out of the ordinary.","Oleta Vineyard",86,26,"California","Fiddletown","Sierra Foothills","Grenache","Martella"
"102",1195,"US","Juicy strawberry and red plum aromas meet cinnamon, sassafras and earthy scents in this bottling from winemaker Colin Murphy. Beautiful layers of sour cherry combine with dried fennel, wild mint, thyme and rose petal flavors on the palate, which finishes clean and crisp.","",93,30,"California","Santa Ynez Valley","Central Coast","Grenache","Koehler"
"103",1809,"US","This is a producer always to consider for Rhône-styled wines. A mix of strawberry pie and Nilla wafer, this 100% varietal wine is robust and full bodied. Structured with plenty of tangy acidity, it'll stand up to cellaring or a decant. Drink now through 2021.","Wine Creek Ranch",90,32,"California","Dry Creek Valley","Sonoma","Grenache","Quivira"
"104",1512,"US","Dark cherry and cola aromas meld with composting rose scents on the nose of this pleasing wine that will satisfy any lover of Pinot Noir. The palate exudes nutmeg, iron and rose flavors galore, adding spice to its core of plump raspberry and ripe cranberry fruit. Lively acidity and tannic depth complete the experience.","Ventana Vineyard",92,35,"California","Arroyo Seco","Central Coast","Grenache","Joyce"
"105",77253,"US","A little one-dimensional but still delicious, this has wave after wave of ripe cherry-pie flavor. Smoky, sweet oak brings an alluring vanilla note, and the mouthfeel is soft and silky. Try pairing this with beef tartare.","Estate Grown and Bottled",88,35,"California","Santa Ynez Valley","Central Coast","Grenache","Zaca Mesa"
"106",127835,"US","This is Morgan's fun Rhône blend. It's not meant to be worshipped or fussed over, just to wash down lusty meals. The flavors are of blackberries, cherries, cola and spices.","Cotes du Crow's",84,20,"California","Monterey","Central Coast","Rhône-style Red Blend","Morgan"
"107",77890,"US","A blend of Syrah, Mourvèdre and Grenache, and a fancy wine to drink now for its wealth of flavor. Dry, soft and velvety, it shows ripe berry and currant fruit, with earthy, meaty notes and loads of crushed black pepper.","Z Three",90,42,"California","Santa Ynez Valley","Central Coast","Rhône-style Red Blend","Zaca Mesa"
"108",24196,"US","Syrah, Grenache, Mourvèdre and Cinsault are included in this blend, along with a splash of co-fermented Roussanne. As with all the Tranche releases, the aromatics are seductive, the mouthfeel smooth and textural and the fruit immaculate. Brambly berry and plum flavors link to a finish with veins of graphite and cola.","Slice of Pape Red",91,35,"Washington","Columbia Valley (WA)","Columbia Valley","Rhône-style Red Blend","Tranche"
"109",112434,"US","Soft and syrupy, with tons of oaky spice framing blackberry, cherry, raspberry and chocolate liqueur flavors, this high-alcohol blend of Syrah, Grenache and Petite Sirah tastes sweet and simple.","Revelation",82,35,"California","Santa Barbara County","Central Coast","Rhône-style Red Blend","Epiphany"
"110",137237,"US","This is Côtes-du-Rhône, California style. A blend of Grenache, Mourvedre, Syrah and Counoise, it's a dry, rich, full-bodied red wine, flooded with easy-to-drink cherry, blackberry, blueberry and oak flavors, and a wealth of Provençal rosemary, lavender and thyme. Drink now for its soft, youthful purity.","Côtes de Tablas",88,20,"California","Paso Robles","Central Coast","Rhône-style Red Blend","Tablas Creek"
"111",6561,"US","Yellow summer melon and green apple make for a crisp, clean, bright and beautiful nose. The palate is peachy, with a citrus and cinnamon-apple flavored finish, walking the fine, fun line between brisk austerity and fruity richness.","Huerhuero",89,18,"California","Paso Robles","Central Coast","Albariño","Vina Robles"
"112",53612,"US","An easy to drink white wine, of a style increasingly popular. It's unoaked, allowing pure citrus, honey and spice flavors to star. Brisk Edna Valley acids and minerals make the mouthfeel lively.","Paragon Vineyard",87,17,"California","Edna Valley","Central Coast","Albariño","Tangent"
"113",99319,"US","A near-perfect Albariño, bone dry, acidic and slightly green, with lime and mineral flavors. Totally cleanses the palate. A great cocktail sipper, or try with little Spanish-style tapas.","Hendry Ranch",88,20,"California","Napa Valley","Napa","Albariño","Hendry"
"114",144,"US","Clean, sharp and zesty fruit blossom aromas meet with ripe pomelo and green apple scents on the nose of this wine by Steve Dooley. A fresh, tingling acidity shows on the sip, which is a tad sour with stone fruit skins but bountiful in a slate-driven minerality and grippy texture. Cool climate Albariño has much promise in the state.","Jespersen Ranch",90,24,"California","Edna Valley","Central Coast","Albariño","Stephen Ross"
"115",103937,"US","Bone dry and crisp, this white wine shows flavors of citrus fruits, minerals and white pepper. It's an elegant sipper that will go well with Spanish-style tapas dishes.","",87,16,"California","Sierra Foothills","Sierra Foothills","Albariño","Stevenot"
"116",143257,"US","A unique interpretation of a unique varietal in California, this wine brims with the aromas of apricots, orange blossoms, peaches and buttery vanilla. You expect it to explode in sweetness in the mouth, but it doesn't. It is very dry and intense, and very tart with acidity, so that after the initial shock wears off, you find yourself savoring it, right through the long finish.","",88,13,"California","Monterey","Central Coast","Malvasia Bianca","Ca' del Solo"
"117",56920,"US","Malvasia is an aromatic variety, like Riesling or Muscat. This wine is bone dry and brims with mouth-cleansing acidity. Flavorwise, it's all oranges and tangerines, with hints of honeysuckle and white pepper. There's something tangy and layered that makes it terrifically interesting. Try as a refreshing alternative to tart wines, like Sauvignon Blanc or Pinot Grigio.","",90,15,"California","Monterey","Central Coast","Malvasia Bianca","Birichino"
"118",13477,"US","Straddles the line between dry and off dry, with honeyed orange and vanilla flavors. Feels nice and clean, with a fine bite of acidity. Lovely with slightly sweet, smoky sausages and ham.","",87,18,"California","Santa Barbara County","Central Coast","Malvasia Bianca","Toccata"
"119",134161,"US","A very nice white wine to drink as a versatile apéritif. Dry and crisp, it shows vibrant flavors of Mandarin oranges, Meyer lemons, honeysuckle flowers and vanilla, finished with peppery spices. Try it as an interesting and exotic alternative to Sauvignon Blanc.","Betty's Vineyard Estate Grown",89,24,"California","St. Helena","Napa","Malvasia Bianca","Ballentine"
"120",45407,"US","Experimenter-in-chief Kenneth Volk tackles this Mediterranean grape of ancient origins. Stone fruit dominates the nose, suggesting peach pie, peach jam, even peach pudding, with some sweet Stargazer lily floral notes as well. The peach transforms to melon, apple and caramel on the palate.","San Bernabe Vineyard",87,24,"California","Monterey County","Central Coast","Malvasia Bianca","Kenneth Volk"
"121",89907,"US","A one-of-a-kind 100% Sangiovese from Cadaretta, this pure and expressive wine shows concentrated strawberry fruit presented in a balanced style with acids and tannins in perfect proportion. There is no hint of new oak, just a softening from barrel aging, and a lovely presentation of the pretty young fruit.","Highclimber",88,50,"Washington","Columbia Valley (WA)","Columbia Valley","Sangiovese","Cadaretta"
"122",82518,"US","Stolpman grows its Sangiovese in an area of the Santa Ynez Valley where most producers specialize in Rhône varieties. The result is often one of the most interesting California interpretations of the great Tuscan grape. Give this a long decanting because right out the bottle it's acidic and closed, but then the rich, spicy cherry flavor surfaces.","Estate",90,36,"California","Santa Ynez Valley","Central Coast","Sangiovese","Stolpman"
"123",144209,"US","Smells funky and tanky, and has a heavy, thick texture with blackberry flavors.","Crackerbox Vineyards",82,22,"California","Livermore Valley","Central Coast","Sangiovese","Mitchell Katz Winery"
"124",68574,"US","Luna's 2002 was a swing and a miss for exaggerated flavors that were practically sweet. This vintage is also very ripe, with a desserty taste, like cherry marmalade. It's not as unbalanced, but the challenge remains dryness. The alcohol is 15.4%.","",84,18,"California","Napa Valley","Napa","Sangiovese","Luna"
"125",60647,"US","Overripe and unbalanced, with a Porty aroma and raisiny flavors that turn harsh and dry in the mouth.","",81,24,"California","Paso Robles","Central Coast","Sangiovese","Orchid Hill"
"126",11008,"US","Made from 60% Cabernet Sauvignon and 40% Merlot from Stillwater Creek and Conner Lee vineyards, this standout wine beautifully displays the strength of the 2012 vintage. Aromas of dark roasted coffee beans, café au lait, graphite and dark cherry lead to sweet, layered, persistent fruit flavors with a lingering, open finish. It's near-irresistible now but will peak from 2021 to 2025.","Indomitable",93,50,"Washington","Columbia Valley (WA)","Columbia Valley","Bordeaux-style Red Blend","Woodinville Wine Cellars"
"127",95058,"US","Held back for four-plus years before release, this Bordeaux blend has become softly gentle and approachable. It's rich in cherry, raspberry and cassis flavors, with a gorgeous, plump coating of sweet, toasted oak. Drink over the next five years.","Checkmate",92,100,"California","Napa Valley","Napa","Bordeaux-style Red Blend","Summers"
"128",11024,"US","This Bordeaux-style blend is 42% Cabernet Sauvignon, 24% Merlot, and 34% Cabernet Franc. Some 20% saw new French oak, and the wine has lovely concentration and flavor integration. Blueberry, blackberry and cassis are wrapped in cacao and coffee—thoroughly luscious and nicely concentrated.","The Conjurer",91,28,"Washington","Columbia Valley (WA)","Columbia Valley","Bordeaux-style Red Blend","Sleight of Hand"
